FECHAHORA,DEM
2015-01-27T21UTC+01:00,1525.109
2015-01-27T22UTC+01:00,1417.204
2015-01-27T23UTC+01:00,1266.556
2015-01-28T00UTC+01:00,1083.907
2015-01-28T01UTC+01:00,942.219
2015-01-28T02UTC+01:00,856.882
2015-01-28T03UTC+01:00,809.514
2015-01-28T04UTC+01:00,797.939
2015-01-28T05UTC+01:00,827.843
2015-01-28T06UTC+01:00,906.385
2015-01-28T07UTC+01:00,1078.442
2015-01-28T08UTC+01:00,1084.786
2015-01-28T09UTC+01:00,1093.942
2015-01-28T10UTC+01:00,1146.152
2015-01-28T11UTC+01:00,1115.532
2015-01-28T12UTC+01:00,1097.498
2015-01-28T13UTC+01:00,1108.129
2015-01-28T14UTC+01:00,1049.681
2015-01-28T15UTC+01:00,990.695
2015-01-28T16UTC+01:00,994.331
2015-01-28T17UTC+01:00,1067.578
2015-01-28T18UTC+01:00,1331.486
2015-01-28T19UTC+01:00,1517.336
2015-01-28T20UTC+01:00,1546.146
2015-01-28T21UTC+01:00,1514.506
2015-01-28T22UTC+01:00,1409.179
2015-01-28T23UTC+01:00,1260.879
2015-01-29T00UTC+01:00,1078.902
2015-01-29T01UTC+01:00,937.762
